"","PLOT_ID","Source","Lat","Lon","Slope","gr_mean","Biom_mean","RS","PWQ","PH","SOC","Basal","CV","Age","Biome","Sink"
"582","Plot582","Can",52.81,-101.02,-1.46,0.239,0.149,51.61,254,6.699999809,103.99,0.0037,0.53,56.94,"Boreal",0.09
"583","Plot583","Can",52.47,-116.12,-0.7,0.195,0.269,64.33,280,5.099999905,34.33,0.0042,0.26,103.43,"Boreal",-0.074
"584","Plot584","Can",52.47,-116.12,-0.74,0.22,0.269,64.33,280,5.099999905,34.33,0.0046,0.26,103.43,"Boreal",-0.049
"585","Plot585","Can",52.47,-116.12,-0.66,0.213,0.298,64.33,280,5.099999905,34.33,0.005,0.28,103.43,"Boreal",-0.085
"586","Plot586","Can",52.45,-116.06,-1.01,0.239,0.239,59.09,287,5.300000191,49.63,0.0042,0.4,199.01,"Boreal",0
"587","Plot587","Can",52.45,-116.06,-2.54,0.247,0.123,59.09,287,5.300000191,49.63,0.0042,0.34,199.01,"Boreal",0.124
"588","Plot588","Can",52.45,-116.06,-1.18,0.271,0.208,59.09,287,5.300000191,49.63,0.004,0.34,199.01,"Boreal",0.063
"589","Plot589","Can",52.45,-116.06,-2,0.24,0.126,59.09,287,5.300000191,49.63,0.0044,0.41,199.01,"Boreal",0.114
"590","Plot590","Can",52.46,-116.1,-3.14,0.227,0.089,62.8,283,5.099999905,35.53,0.0036,0.31,95.3,"Boreal",0.138
"591","Plot591","Can",52.43,-116.1,-2.23,0.237,0.076,62.03,277,5.300000191,42.77,0.0047,0.31,100.1,"Boreal",0.161
"592","Plot592","Can",52.43,-116.1,-3.84,0.288,0.055,62.03,277,5.300000191,42.77,0.0052,0.3,100.1,"Boreal",0.233
"593","Plot593","Can",52.43,-116.1,-3.87,0.293,0.053,62.03,277,5.300000191,42.77,0.005,0.33,100.1,"Boreal",0.24
"594","Plot594","Can",52.42,-116.1,-0.93,0.213,0.226,62.83,273,5.300000191,37.02,0.0041,0.32,99.3,"Boreal",-0.013
"595","Plot595","Can",52.42,-116.1,-0.94,0.166,0.153,62.83,273,5.300000191,37.02,0.0024,0.34,99.3,"Boreal",0.013
"596","Plot596","Can",52.42,-116.1,-1.91,0.267,0.13,62.83,273,5.300000191,37.02,0.0046,0.33,99.3,"Boreal",0.137
"597","Plot597","Can",52.39,-116.08,-0.42,0.152,0.389,65.47,265,5.300000191,41.8,0.0035,0.33,110.93,"Boreal",-0.237
"598","Plot598","Can",52.39,-116.08,-1.77,0.281,0.142,65.47,265,5.300000191,41.8,0.0048,0.27,110.93,"Boreal",0.139
"599","Plot599","Can",52.39,-116.08,-1.29,0.259,0.188,65.47,265,5.300000191,41.8,0.0052,0.25,110.93,"Boreal",0.071
"600","Plot600","Can",54.33,-116.07,-0.85,0.27,0.305,64.99,286,5.699999809,42.79,0.0026,0.38,83.2,"Boreal",-0.035
"601","Plot601","Can",54.33,-116.07,-1.08,0.271,0.243,64.99,286,5.699999809,42.79,0.0033,0.34,83.2,"Boreal",0.028
"602","Plot602","Can",54.33,-116.07,-0.76,0.268,0.348,64.99,286,5.699999809,42.79,0.003,0.37,83.2,"Boreal",-0.08
"603","Plot603","Can",54.33,-116.07,-2.72,0.299,0.114,64.99,286,5.699999809,42.79,0.0033,0.37,83.2,"Boreal",0.185
"604","Plot604","Can",52.73,-115.88,-0.58,0.291,0.366,69.36,297,5.199999809,49.08,0.0045,0.27,88.3,"Boreal",-0.075
"605","Plot605","Can",52.73,-115.88,-0.62,0.322,0.367,69.36,297,5.199999809,49.08,0.0041,0.23,88.3,"Boreal",-0.045
"606","Plot606","Can",52.73,-115.88,-0.66,0.256,0.296,69.36,297,5.199999809,49.08,0.0038,0.29,88.3,"Boreal",-0.04
"607","Plot607","Can",52.73,-115.88,-0.59,0.29,0.311,69.36,297,5.199999809,49.08,0.0038,0.24,88.3,"Boreal",-0.021
"608","Plot608","Can",52.71,-115.89,-0.77,0.313,0.27,68.65,298,5.800000191,48.34,0.0039,0.27,67.51,"Boreal",0.043
"609","Plot609","Can",52.71,-115.89,-0.91,0.319,0.277,68.65,298,5.800000191,48.34,0.0038,0.27,67.51,"Boreal",0.042
"610","Plot610","Can",52.71,-115.89,-0.92,0.354,0.335,68.65,298,5.800000191,48.34,0.0039,0.25,67.51,"Boreal",0.019
"611","Plot611","Can",52.71,-115.89,-0.79,0.33,0.357,68.65,298,5.800000191,48.34,0.0039,0.22,67.51,"Boreal",-0.027
"612","Plot612","Can",52.71,-115.89,-0.57,0.306,0.332,68.65,298,5.800000191,48.34,0.0038,0.23,67.93,"Boreal",-0.026
"613","Plot613","Can",52.7,-115.93,-2.04,0.322,0.138,68.62,303,5.300000191,44.14,0.0042,0.25,63.65,"Boreal",0.184
"614","Plot614","Can",52.7,-115.93,-2.2,0.35,0.169,68.62,303,5.300000191,44.14,0.0047,0.23,63.65,"Boreal",0.181
"615","Plot615","Can",52.7,-115.93,-3.03,0.394,0.119,68.62,303,5.300000191,44.14,0.0053,0.25,63.65,"Boreal",0.275
"616","Plot616","Can",52.7,-115.93,-2.16,0.345,0.118,68.62,303,5.300000191,44.14,0.0049,0.22,63.65,"Boreal",0.227
"617","Plot617","Can",52.69,-115.94,-2.39,0.301,0.127,67.75,300,5.300000191,42.29,0.0041,0.27,63.81,"Boreal",0.174
"618","Plot618","Can",52.69,-115.94,-2.2,0.376,0.165,67.75,300,5.300000191,42.29,0.0048,0.26,63.81,"Boreal",0.211
"619","Plot619","Can",52.69,-115.94,-3.03,0.381,0.162,67.75,300,5.300000191,42.29,0.0047,0.27,63.81,"Boreal",0.219
"620","Plot620","Can",52.69,-115.94,-2.58,0.369,0.16,67.75,300,5.300000191,42.29,0.0048,0.26,63.81,"Boreal",0.209
"621","Plot621","Can",52.56,-115.95,-0.6,0.21,0.297,62.05,303,5.300000191,39.65,0.0038,0.28,101.51,"Boreal",-0.087
"622","Plot622","Can",52.56,-115.95,-0.5,0.237,0.392,62.05,303,5.300000191,39.65,0.0037,0.28,101.51,"Boreal",-0.155
"623","Plot623","Can",52.56,-115.95,-0.94,0.224,0.24,62.05,303,5.300000191,39.65,0.0038,0.29,101.51,"Boreal",-0.016
"624","Plot624","Can",52.56,-115.95,-0.53,0.231,0.336,62.05,303,5.300000191,39.65,0.0042,0.27,101.51,"Boreal",-0.105
"625","Plot625","Can",48.23,-58.66,-3.1,0.214,0.017,15.08,375,3.900000095,59.35,0.0028,0.86,65.8,"Temperate",0.197
"626","Plot626","Can",52.52,-115.95,-0.89,0.24,0.21,65.44,295,5.300000191,40.56,0.0036,0.29,96.25,"Boreal",0.03
"627","Plot627","Can",52.52,-115.95,-0.6,0.213,0.29,65.44,295,5.300000191,40.56,0.0038,0.26,96.25,"Boreal",-0.077
"628","Plot628","Can",52.52,-115.95,-0.97,0.194,0.18,65.44,295,5.300000191,40.56,0.0039,0.27,96.25,"Boreal",0.014
"629","Plot629","Can",52.52,-115.95,-1.46,0.23,0.126,65.44,295,5.300000191,40.56,0.0044,0.27,96.25,"Boreal",0.104
"630","Plot630","Can",52.17,-115.95,-2.67,0.163,0.052,52.1,275,5.300000191,42.22,0.0044,0.25,154.33,"Boreal",0.111
"631","Plot631","Can",52.17,-115.95,-3.13,0.199,0.081,52.1,275,5.300000191,42.22,0.0043,0.22,154.33,"Boreal",0.118
"632","Plot632","Can",52.09,-115.88,-0.32,0.15,0.222,52.92,270,5.300000191,47.98,0.0033,0.31,97.73,"Boreal",-0.072
"633","Plot633","Can",52.09,-115.88,-0.38,0.175,0.247,52.92,270,5.300000191,47.98,0.0036,0.28,97.73,"Boreal",-0.072
"634","Plot634","Can",52.09,-115.87,-0.37,0.202,0.307,53.38,269,5.300000191,44.62,0.0031,0.2,88.37,"Boreal",-0.105
"635","Plot635","Can",52.09,-115.87,-0.59,0.183,0.228,53.38,269,5.300000191,44.62,0.0032,0.21,88.37,"Boreal",-0.045
"636","Plot636","Can",52.09,-115.87,-0.56,0.193,0.274,53.38,269,5.300000191,44.62,0.0031,0.22,88.37,"Boreal",-0.081
"637","Plot637","Can",52.09,-115.87,-0.54,0.176,0.21,53.38,269,5.300000191,44.62,0.0032,0.21,88.37,"Boreal",-0.034
"638","Plot638","Can",52.24,-115.3,-1.18,0.26,0.251,67.27,304,5.5,38.14,0.0054,0.22,124.67,"Boreal",0.00900000000000001
"639","Plot639","Can",52.24,-115.3,-1.22,0.277,0.268,67.27,304,5.5,38.14,0.0057,0.23,124.67,"Boreal",0.00900000000000001
"640","Plot640","Can",52.24,-115.3,-0.75,0.269,0.401,67.27,304,5.5,38.14,0.0055,0.25,124.67,"Boreal",-0.132
"641","Plot641","Can",52.24,-115.3,-1.05,0.221,0.212,67.27,304,5.5,38.14,0.0054,0.22,124.67,"Boreal",0.00900000000000001
"642","Plot642","Can",52.18,-115.39,-1.21,0.196,0.136,65.19,298,5.300000191,41.1,0.0038,0.24,112.2,"Boreal",0.06
"643","Plot643","Can",52.18,-115.39,-0.78,0.171,0.22,65.19,298,5.300000191,41.1,0.0036,0.26,112.2,"Boreal",-0.049
"644","Plot644","Can",52.18,-115.39,-0.87,0.152,0.185,65.19,298,5.300000191,41.1,0.0031,0.21,112.2,"Boreal",-0.033
"645","Plot645","Can",52.18,-115.39,-1.35,0.222,0.155,65.19,298,5.300000191,41.1,0.0041,0.26,112.2,"Boreal",0.067
"646","Plot646","Can",52.16,-115.44,-1.25,0.239,0.151,62.32,297,5.300000191,45.33,0.0049,0.26,113.2,"Boreal",0.088
"647","Plot647","Can",52.16,-115.44,-0.83,0.21,0.207,62.32,297,5.300000191,45.33,0.0044,0.25,113.2,"Boreal",0.003
"648","Plot648","Can",52.16,-115.44,-1.08,0.236,0.18,62.32,297,5.300000191,45.33,0.0038,0.24,113.2,"Boreal",0.056
"649","Plot649","Can",52.16,-115.44,-1.06,0.255,0.174,62.32,297,5.300000191,45.33,0.0051,0.24,113.2,"Boreal",0.081
"650","Plot650","Can",52.11,-115.46,-0.63,0.191,0.201,60.28,292,5.300000191,37.01,0.0027,0.2,89.6,"Boreal",-0.01
"651","Plot651","Can",52.11,-115.46,-0.82,0.217,0.203,60.28,292,5.300000191,37.01,0.0031,0.2,89.6,"Boreal",0.014
"652","Plot652","Can",52.11,-115.46,-0.69,0.206,0.229,60.28,292,5.300000191,37.01,0.0034,0.21,89.6,"Boreal",-0.023
"653","Plot653","Can",52.38,-115.64,-2.97,0.358,0.098,63.87,303,5.300000191,51.39,0.0041,0.17,59,"Boreal",0.26
"654","Plot654","Can",54.75,-115.9,-0.7,0.221,0.248,64.22,303,4.800000191,43.01,0.0026,0.27,64,"Boreal",-0.027
"655","Plot655","Can",54.75,-115.9,-0.9,0.205,0.145,64.22,303,4.800000191,43.01,0.0027,0.26,64,"Boreal",0.06
"656","Plot656","Can",52.36,-115.64,-1.65,0.332,0.184,64.15,301,5.300000191,51.17,0.0041,0.21,60.1,"Boreal",0.148
"657","Plot657","Can",52.36,-115.64,-1.67,0.309,0.18,64.15,301,5.300000191,51.17,0.0043,0.22,60.1,"Boreal",0.129
"658","Plot658","Can",52.36,-115.64,-1.88,0.333,0.13,64.15,301,5.300000191,51.17,0.0044,0.22,60.1,"Boreal",0.203
"659","Plot659","Can",52.36,-115.64,-1.38,0.31,0.205,64.15,301,5.300000191,51.17,0.0039,0.23,60.1,"Boreal",0.105
"660","Plot660","Can",52.35,-115.64,-2.76,0.278,0.105,64.65,301,5.300000191,47.07,0.003,0.23,58,"Boreal",0.173
"661","Plot661","Can",52.35,-115.64,-3.35,0.306,0.101,64.65,301,5.300000191,47.07,0.0036,0.25,58,"Boreal",0.205
"662","Plot662","Can",52.35,-115.64,-2.68,0.298,0.108,64.65,301,5.300000191,47.07,0.0034,0.24,58,"Boreal",0.19
"663","Plot663","Can",52.35,-115.64,-2.83,0.274,0.074,64.65,301,5.300000191,47.07,0.0034,0.24,58,"Boreal",0.2
"664","Plot664","Can",52.33,-115.7,-1.43,0.292,0.148,60.28,299,5.300000191,46.32,0.0029,0.27,60.2,"Boreal",0.144
"665","Plot665","Can",52.33,-115.7,-1.28,0.389,0.301,60.28,299,5.300000191,46.32,0.0034,0.25,60.2,"Boreal",0.088
"666","Plot666","Can",52.33,-115.7,-1.51,0.375,0.246,60.28,299,5.300000191,46.32,0.0036,0.25,60.2,"Boreal",0.129
"667","Plot667","Can",52.33,-115.7,-0.83,0.307,0.406,60.28,299,5.300000191,46.32,0.0025,0.26,60.2,"Boreal",-0.099
"668","Plot668","Can",52.02,-115.18,-0.69,0.238,0.314,65.48,284,5.800000191,34.92,0.0039,0.23,112.27,"Boreal",-0.076
"669","Plot669","Can",52.02,-115.18,-0.87,0.237,0.262,65.48,284,5.800000191,34.92,0.004,0.19,112.27,"Boreal",-0.025
"670","Plot670","Can",52.02,-115.18,-0.47,0.242,0.422,65.48,284,5.800000191,34.92,0.004,0.24,112.27,"Boreal",-0.18
"671","Plot671","Can",52.02,-115.18,-0.75,0.24,0.298,65.48,284,5.800000191,34.92,0.0043,0.25,112.27,"Boreal",-0.058
"672","Plot672","Can",51.94,-115.2,-1.68,0.317,0.198,65.16,281,5.5,51.25,0.0041,0.21,61.19,"Boreal",0.119
"673","Plot673","Can",51.83,-115.19,-0.99,0.149,0.131,64.19,269,5.300000191,33.57,0.003,0.24,99.78,"Boreal",0.018
"674","Plot674","Can",51.83,-115.19,-1.18,0.195,0.144,64.19,269,5.300000191,33.57,0.0034,0.21,99.78,"Boreal",0.051
"675","Plot675","Can",51.83,-115.19,-1.3,0.159,0.109,64.19,269,5.300000191,33.57,0.0034,0.24,99.78,"Boreal",0.05
"676","Plot676","Can",51.83,-115.19,-1.41,0.168,0.096,64.19,269,5.300000191,33.57,0.0032,0.26,99.78,"Boreal",0.072
"677","Plot677","Can",52.97,-115.99,-0.76,0.18,0.243,69.46,302,5.599999905,39.41,0.0034,0.25,113.17,"Boreal",-0.063
"678","Plot678","Can",52.97,-115.99,-0.84,0.201,0.241,69.46,302,5.599999905,39.41,0.0034,0.22,113.17,"Boreal",-0.04
"679","Plot679","Can",52.97,-115.99,-1.93,0.262,0.136,69.46,302,5.599999905,39.41,0.004,0.2,113.17,"Boreal",0.126
"680","Plot680","Can",54.74,-115.85,-0.35,0.131,0.327,64.39,302,4.800000191,48.67,0.0023,0.3,95.33,"Boreal",-0.196
"681","Plot681","Can",54.74,-115.85,-0.56,0.164,0.285,64.39,302,4.800000191,48.67,0.0029,0.27,95.33,"Boreal",-0.121
"682","Plot682","Can",54.74,-115.85,-0.62,0.161,0.258,64.39,302,4.800000191,48.67,0.0028,0.32,95.33,"Boreal",-0.097
"683","Plot683","Can",54.74,-115.85,-0.57,0.141,0.276,64.39,302,4.800000191,48.67,0.0029,0.32,95.33,"Boreal",-0.135
"684","Plot684","Can",53.04,-115.98,-0.36,0.152,0.229,67.82,309,5.099999905,40.17,0.0021,0.27,85.86,"Boreal",-0.077
"685","Plot685","Can",53.04,-115.98,-0.58,0.09,0.106,67.82,309,5.099999905,40.17,0.0021,0.27,85.86,"Boreal",-0.016
"686","Plot686","Can",53.12,-115.82,-0.48,0.069,0.098,71.3,302,5.199999809,36.71,0.002,0.23,93.3,"Boreal",-0.029
"687","Plot687","Can",53.1,-115.74,-0.86,0.234,0.23,71.01,300,5.199999809,37.12,0.0031,0.24,88.63,"Boreal",0.004
"688","Plot688","Can",53.1,-115.74,-0.81,0.218,0.217,71.01,300,5.199999809,37.12,0.0024,0.26,88.63,"Boreal",0.001
"689","Plot689","Can",53.1,-115.74,-0.86,0.202,0.21,71.01,300,5.199999809,37.12,0.0026,0.26,88.63,"Boreal",-0.00799999999999998
"690","Plot690","Can",53.1,-115.74,-0.61,0.245,0.273,71.01,300,5.199999809,37.12,0.003,0.25,88.63,"Boreal",-0.028
"691","Plot691","Can",53.03,-115.25,-0.58,0.314,0.569,69.87,300,5.199999809,39.33,0.005,0.34,114.7,"Boreal",-0.255
"692","Plot692","Can",53.03,-115.25,-0.9,0.325,0.396,69.87,300,5.199999809,39.33,0.0057,0.37,114.7,"Boreal",-0.071
"693","Plot693","Can",53.03,-115.25,-0.88,0.313,0.39,69.87,300,5.199999809,39.33,0.0056,0.36,114.7,"Boreal",-0.077
"694","Plot694","Can",53.03,-115.25,-0.58,0.296,0.518,69.87,300,5.199999809,39.33,0.0052,0.33,114.7,"Boreal",-0.222
"695","Plot695","Can",53.15,-115.31,-0.53,0.259,0.421,69.28,304,5.400000095,33.98,0.0035,0.27,82.87,"Boreal",-0.162
"696","Plot696","Can",53.15,-115.31,-0.62,0.228,0.381,69.28,304,5.400000095,33.98,0.0035,0.24,83.07,"Boreal",-0.153
"697","Plot697","Can",53.15,-115.31,-0.51,0.256,0.453,69.28,304,5.400000095,33.98,0.0033,0.28,82.87,"Boreal",-0.197
"698","Plot698","Can",53.15,-115.31,-0.34,0.248,0.479,69.28,304,5.400000095,33.98,0.0033,0.29,83.07,"Boreal",-0.231
"699","Plot699","Can",53.16,-115.3,-0.83,0.193,0.212,69.48,303,5.5,34.97,0.0026,0.3,89.9,"Boreal",-0.019
"700","Plot700","Can",53.16,-115.3,-1.09,0.193,0.166,69.48,303,5.5,34.97,0.0027,0.31,89.9,"Boreal",0.027
"701","Plot701","Can",53.16,-115.3,-1.26,0.21,0.146,69.48,303,5.5,34.97,0.0025,0.29,89.9,"Boreal",0.064
"702","Plot702","Can",53.16,-115.3,-0.79,0.2,0.226,69.48,303,5.5,34.97,0.0026,0.26,89.9,"Boreal",-0.026
"703","Plot703","Can",53.27,-115.81,-1.36,0.174,0.128,71.47,303,5.5,41.14,0.0033,0.25,141.4,"Boreal",0.046
"704","Plot704","Can",53.27,-115.81,-1.01,0.183,0.183,71.47,303,5.5,41.14,0.0032,0.25,141.4,"Boreal",0
"705","Plot705","Can",53.27,-115.81,-0.63,0.158,0.204,71.47,303,5.5,41.14,0.0029,0.27,141.4,"Boreal",-0.046
"706","Plot706","Can",53.27,-115.81,-0.61,0.166,0.274,71.47,303,5.5,41.14,0.0031,0.28,141.4,"Boreal",-0.108
"707","Plot707","Can",53.26,-115.8,-0.52,0.132,0.247,71.19,302,5.5,37.74,0.0026,0.2,76.27,"Boreal",-0.115
"708","Plot708","Can",53.26,-115.8,-0.52,0.174,0.34,71.19,302,5.5,37.74,0.0029,0.2,76.27,"Boreal",-0.166
"709","Plot709","Can",53.26,-115.8,-0.52,0.156,0.283,71.19,302,5.5,37.74,0.0029,0.2,76.27,"Boreal",-0.127
"710","Plot710","Can",53.26,-115.78,-1.2,0.211,0.172,71.19,302,5.5,37.61,0.0032,0.22,74.48,"Boreal",0.039
"711","Plot711","Can",53.26,-115.78,-0.55,0.185,0.373,71.19,302,5.5,37.61,0.0027,0.2,74.48,"Boreal",-0.188
"712","Plot712","Can",53.26,-115.78,-1,0.257,0.246,71.19,302,5.5,37.61,0.0036,0.22,74.48,"Boreal",0.011
"713","Plot713","Can",53.26,-115.78,-0.75,0.227,0.31,71.19,302,5.5,37.61,0.0029,0.22,74.48,"Boreal",-0.083
"714","Plot714","Can",53.26,-115.67,-0.78,0.29,0.292,71.05,302,5.400000095,40.58,0.0039,0.23,80.47,"Boreal",-0.002
"715","Plot715","Can",53.26,-115.67,-0.65,0.23,0.296,71.05,302,5.400000095,40.58,0.0033,0.22,80.47,"Boreal",-0.066
"716","Plot716","Can",53.26,-115.67,-0.78,0.275,0.308,71.05,302,5.400000095,40.58,0.0042,0.23,80.47,"Boreal",-0.033
"717","Plot717","Can",53.27,-115.66,-1.14,0.268,0.224,71.18,302,5.400000095,42.86,0.0038,0.22,86.3,"Boreal",0.044
"718","Plot718","Can",53.34,-115.62,-0.77,0.283,0.444,71.26,307,5.5,35.92,0.0034,0.3,115.6,"Boreal",-0.161
"719","Plot719","Can",54.74,-115.78,-0.67,0.169,0.3,64.51,305,4.800000191,45.94,0.003,0.38,188.06,"Boreal",-0.131
"720","Plot720","Can",54.74,-115.78,-0.53,0.233,0.465,64.51,305,4.800000191,45.94,0.0039,0.35,188.06,"Boreal",-0.232
"721","Plot721","Can",54.74,-115.78,-0.48,0.151,0.269,64.51,305,4.800000191,45.94,0.0027,0.28,188.06,"Boreal",-0.118
"722","Plot722","Can",54.74,-115.78,-0.66,0.178,0.279,64.51,305,4.800000191,45.94,0.0033,0.34,188.06,"Boreal",-0.101
"723","Plot723","Can",53.28,-115.45,-0.87,0.177,0.236,70.95,306,5.400000095,34.49,0.0036,0.28,158.9,"Boreal",-0.059
"724","Plot724","Can",54.73,-115.69,-0.77,0.132,0.23,65.45,305,4.800000191,40.2,0.0041,0.22,138.08,"Boreal",-0.098
"725","Plot725","Can",49.61,-96.12,-1.69,0.457,0.227,51.16,268,5.900000095,106.29,0.0026,0.44,38.46,"Temperate",0.23
"726","Plot726","Can",49.69,-96.14,-2.12,0.335,0.146,50.62,267,6.599999905,104.03,0.0053,0.51,75.72,"Temperate",0.189
"727","Plot727","Can",50.12,-96.17,-1.57,0.354,0.182,55.89,253,5.900000095,99.24,0.0042,0.36,58.36,"Boreal",0.172
"728","Plot728","Can",49.19,-96.01,-1.97,0.351,0.223,51.91,269,6.099999905,65.25,0.0022,0.68,47.08,"Temperate",0.128
"729","Plot729","Can",54.73,-115.69,-0.81,0.118,0.178,65.45,305,4.800000191,40.2,0.0039,0.21,138.08,"Boreal",-0.06
"730","Plot730","Can",49.99,-96.3,-1.23,0.317,0.275,54.98,261,7.599999905,97.65,0.0029,0.36,42.16,"Temperate",0.042
"731","Plot731","Can",54.73,-115.69,-1.03,0.132,0.144,65.45,305,4.800000191,40.2,0.0042,0.22,138.08,"Boreal",-0.012
"732","Plot732","Can",54.73,-115.69,-0.8,0.093,0.129,65.45,305,4.800000191,40.2,0.0032,0.2,138.08,"Boreal",-0.036
"733","Plot733","Can",49.36,-96.3,-1.98,0.359,0.114,53.54,271,6.199999809,64.25,0.0029,0.23,47.43,"Temperate",0.245
"734","Plot734","Can",49.28,-96.04,-1.48,0.252,0.124,48.88,266,6.199999809,105.14,0.0044,0.34,84.5,"Temperate",0.128
"735","Plot735","Can",50.03,-96.22,-1.91,0.295,0.102,54.26,259,6.599999905,82.03,0.0015,0.33,34.59,"Boreal",0.193
"736","Plot736","Can",49.85,-96.27,-1.88,0.265,0.073,53.53,266,7.599999905,106.22,0.0025,0.4,46.04,"Temperate",0.192
"737","Plot737","Can",49.65,-96.2,-1.48,0.334,0.198,52.7,270,6.199999809,106.68,0.0026,0.37,40.23,"Temperate",0.136
"738","Plot738","Can",53.34,-115.25,-1.34,0.275,0.202,69.46,299,5.5,35.93,0.0039,0.3,103.01,"Boreal",0.073
"739","Plot739","Can",53.34,-115.25,-0.55,0.194,0.524,69.46,299,5.5,35.93,0.0035,0.28,103.01,"Boreal",-0.33
"740","Plot740","Can",53.34,-115.25,-0.39,0.199,0.608,69.46,299,5.5,35.93,0.0026,0.29,103.01,"Boreal",-0.409
"741","Plot741","Can",53.34,-115.25,-0.41,0.238,0.528,69.46,299,5.5,35.93,0.0028,0.32,103.01,"Boreal",-0.29
"742","Plot742","Can",53.28,-115.34,-0.62,0.248,0.364,70.48,307,5.5,36.38,0.0037,0.35,92.51,"Boreal",-0.116
"743","Plot743","Can",53.35,-115.35,-1,0.303,0.335,70.6,301,5.400000095,39.5,0.0035,0.48,99.71,"Boreal",-0.032
"744","Plot744","Can",54.73,-115.67,-0.54,0.136,0.235,65.68,308,4.800000191,42.43,0.0029,0.33,155.79,"Boreal",-0.099
"745","Plot745","Can",54.73,-115.67,-0.49,0.15,0.276,65.68,308,4.800000191,42.43,0.0029,0.3,155.79,"Boreal",-0.126
"746","Plot746","Can",54.73,-115.67,-1.32,0.144,0.142,65.68,308,4.800000191,42.43,0.003,0.31,155.79,"Boreal",0.002
"747","Plot747","Can",54.73,-115.67,-0.57,0.125,0.169,65.68,308,4.800000191,42.43,0.0022,0.3,155.79,"Boreal",-0.044
"748","Plot748","Can",55.24,-114.76,-0.95,0.659,0.585,67.78,256,5.5,54.39,0.0032,0.16,100.75,"Boreal",0.0740000000000001
"749","Plot749","Can",55.24,-114.76,-0.91,0.699,0.617,67.78,256,5.5,54.39,0.0033,0.21,100.75,"Boreal",0.082
"750","Plot750","Can",55.24,-114.76,-0.83,0.952,1.137,67.78,256,5.5,54.39,0.0041,0.22,100.75,"Boreal",-0.185
"751","Plot751","Can",55.24,-114.76,-1.06,0.902,0.835,67.78,256,5.5,54.39,0.0042,0.17,100.75,"Boreal",0.0670000000000001
"752","Plot752","Can",55.54,-114.03,-0.54,0.141,0.383,64.73,269,5.900000095,49.41,0.0034,0.21,152.6,"Boreal",-0.242
"753","Plot753","Can",55.54,-114.03,-0.27,0.127,0.249,64.73,269,5.900000095,49.41,0.0022,0.3,152.6,"Boreal",-0.122
"754","Plot754","Can",55.54,-114.03,-0.37,0.113,0.369,64.73,269,5.900000095,49.41,0.0029,0.26,152.6,"Boreal",-0.256
"755","Plot755","Can",55.52,-114.19,-0.5,0.239,0.549,66.03,266,5.900000095,48.08,0.004,0.4,107.85,"Boreal",-0.31
"756","Plot756","Can",55.52,-114.19,-0.58,0.205,0.384,66.03,266,5.900000095,48.08,0.0036,0.44,107.85,"Boreal",-0.179
"757","Plot757","Can",55.52,-114.19,-0.7,0.252,0.315,66.03,266,5.900000095,48.08,0.0037,0.42,107.85,"Boreal",-0.063
"758","Plot758","Can",54.94,-115.48,-0.73,0.196,0.349,67.63,290,5.099999905,57.81,0.0046,0.2,136.18,"Boreal",-0.153
"759","Plot759","Can",54.94,-115.48,-0.85,0.176,0.286,67.63,290,5.099999905,57.81,0.0041,0.18,136.18,"Boreal",-0.11
"760","Plot760","Can",54.94,-115.48,-1.02,0.251,0.298,67.63,290,5.099999905,57.81,0.0049,0.19,136.18,"Boreal",-0.047
"761","Plot761","Can",54.94,-115.48,-0.94,0.188,0.263,67.63,290,5.099999905,57.81,0.0044,0.2,136.18,"Boreal",-0.075
"762","Plot762","Can",54.83,-115.56,-1.16,0.215,0.271,66.68,305,4.800000191,43.02,0.0028,0.47,146.04,"Boreal",-0.056
"763","Plot763","Can",50.36,-96.24,-1.69,0.455,0.208,56.11,240,6.800000191,87.47,0.0026,0.38,44.67,"Boreal",0.247
"764","Plot764","Can",54.81,-115.54,-1.59,0.2,0.189,67.45,300,4.800000191,50.03,0.0027,0.42,137.5,"Boreal",0.011
"765","Plot765","Can",54.81,-115.54,-0.69,0.198,0.239,67.45,300,4.800000191,50.03,0.0034,0.4,137.5,"Boreal",-0.041
"766","Plot766","Can",54.81,-115.54,-0.65,0.217,0.304,67.45,300,4.800000191,50.03,0.0036,0.45,137.5,"Boreal",-0.087
"767","Plot767","Can",54.81,-115.54,-0.43,0.186,0.3,67.45,300,4.800000191,50.03,0.0032,0.41,137.5,"Boreal",-0.114
"768","Plot768","Can",54.87,-115.4,-0.85,0.195,0.27,68.2,295,5.099999905,52.52,0.0046,0.43,131.94,"Boreal",-0.075
"769","Plot769","Can",54.87,-115.4,-0.98,0.198,0.237,68.2,295,5.099999905,52.52,0.0034,0.39,131.94,"Boreal",-0.039
"770","Plot770","Can",54.87,-115.4,-1.39,0.264,0.157,68.2,295,5.099999905,52.52,0.0042,0.4,131.94,"Boreal",0.107
"771","Plot771","Can",54.87,-115.4,-1.3,0.309,0.215,68.2,295,5.099999905,52.52,0.0047,0.36,131.94,"Boreal",0.094
"772","Plot772","Can",54.87,-115.4,-0.63,0.162,0.357,68.2,295,5.099999905,52.52,0.0047,0.24,131.1,"Boreal",-0.195
"773","Plot773","Can",54.87,-115.4,-0.66,0.171,0.374,68.2,295,5.099999905,52.52,0.0048,0.27,131.1,"Boreal",-0.203
