"","PLOT_ID","Source","Lat","Lon","Slope","gr_mean","Biom_mean","RS","PWQ","PH","SOC","Basal","CV","Age","Biome","Sink"
"1378","Plot1378","NZ",-43.12,171.63,-0.66,0.147,0.21,NA,NA,NA,NA,0.0054,0.32,NA,"Temperate",-0.063
"1379","Plot1379","NZ",-43.13,171.65,-0.89,0.117,0.142,NA,NA,NA,NA,0.0042,0.69,NA,"Temperate",-0.025
"1380","Plot1380","NZ",-43.13,171.65,-0.91,0.079,0.096,NA,NA,NA,NA,0.0071,0.62,NA,"Temperate",-0.017
"1381","Plot1381","NZ",-43.12,171.65,-0.85,0.116,0.191,NA,NA,NA,NA,0.0049,0.54,NA,"Temperate",-0.075
"1382","Plot1382","NZ",-43.13,171.65,-0.79,0.15,0.256,NA,NA,NA,NA,0.0054,0.49,NA,"Temperate",-0.106
"1383","Plot1383","NZ",-43.13,171.65,-0.87,0.082,0.12,NA,NA,NA,NA,0.0046,0.47,NA,"Temperate",-0.038
"1384","Plot1384","NZ",-43.13,171.65,-1.2,0.076,0.111,NA,NA,NA,NA,0.0051,0.4,NA,"Temperate",-0.035
"1385","Plot1385","NZ",-43.13,171.65,-0.73,0.118,0.22,NA,NA,NA,NA,0.0047,0.48,NA,"Temperate",-0.102
"1386","Plot1386","NZ",-43.13,171.66,-0.7,0.075,0.086,NA,NA,NA,NA,0.0059,0.69,NA,"Temperate",-0.011
"1387","Plot1387","NZ",-43.13,171.66,-0.88,0.06,0.195,NA,NA,NA,NA,0.0049,0.6,NA,"Temperate",-0.135
"1388","Plot1388","NZ",-43.12,171.66,-0.72,0.152,0.168,NA,NA,NA,NA,0.0057,0.38,NA,"Temperate",-0.016
"1389","Plot1389","NZ",-43.12,171.66,-0.76,0.105,0.098,NA,NA,NA,NA,0.0058,0.64,NA,"Temperate",0.00699999999999999
"1390","Plot1390","NZ",-43.13,171.66,-0.87,0.068,0.116,NA,NA,NA,NA,0.0058,0.94,NA,"Temperate",-0.048
"1391","Plot1391","NZ",-43.13,171.66,-1.07,0.113,0.104,NA,NA,NA,NA,0.0081,0.38,NA,"Temperate",0.00900000000000001
"1392","Plot1392","NZ",-43.11,171.67,-1.07,0.144,0.113,NA,NA,NA,NA,0.0084,0.62,NA,"Temperate",0.031
"1393","Plot1393","NZ",-43.12,171.67,-0.81,0.077,0.11,NA,NA,NA,NA,0.0071,0.6,NA,"Temperate",-0.033
"1394","Plot1394","NZ",-43.11,171.66,-0.42,0.1,0.176,NA,NA,NA,NA,0.0053,0.66,NA,"Temperate",-0.076
"1395","Plot1395","NZ",-43.11,171.65,-1.14,0.08,0.078,NA,NA,NA,NA,0.0057,1.12,NA,"Temperate",0.002
"1396","Plot1396","NZ",-43.11,171.67,-1.75,0.069,0.088,NA,NA,NA,NA,0.0029,0.81,NA,"Temperate",-0.019
"1397","Plot1397","NZ",-43.1,171.67,-1.1,0.072,0.041,NA,NA,NA,NA,0.0051,1.3,NA,"Temperate",0.031
"1398","Plot1398","NZ",-43.15,171.58,-1.25,0.133,0.125,NA,NA,NA,NA,0.0061,0.41,NA,"Temperate",0.00800000000000001
"1399","Plot1399","NZ",-43.1,171.67,-1.09,0.083,0.037,NA,NA,NA,NA,0.0061,0.74,NA,"Temperate",0.046
"1400","Plot1400","NZ",-43.11,171.67,-0.97,0.081,0.062,NA,NA,NA,NA,0.0072,0.91,NA,"Temperate",0.019
"1401","Plot1401","NZ",-43.11,171.67,-1.04,0.077,0.106,NA,NA,NA,NA,0.0045,0.88,NA,"Temperate",-0.029
"1402","Plot1402","NZ",-43.12,171.72,-1.22,0.113,0.145,NA,NA,NA,NA,0.0047,0.74,NA,"Temperate",-0.032
"1403","Plot1403","NZ",-43.12,171.71,-0.84,0.074,0.082,NA,NA,NA,NA,0.0056,0.63,NA,"Temperate",-0.00800000000000001
"1404","Plot1404","NZ",-43.13,171.73,-0.64,0.095,0.158,NA,NA,NA,NA,0.0043,0.83,NA,"Temperate",-0.063
"1405","Plot1405","NZ",-43.14,171.72,-1.2,0.156,0.121,NA,NA,NA,NA,0.0078,0.34,NA,"Temperate",0.035
"1406","Plot1406","NZ",-43.16,171.56,-0.73,0.107,0.138,NA,NA,NA,NA,0.0063,0.53,NA,"Temperate",-0.031
"1407","Plot1407","NZ",-43.15,171.56,-1.68,0.145,0.083,NA,NA,NA,NA,0.006,0.4,NA,"Temperate",0.062
"1408","Plot1408","NZ",-43.13,171.7,-0.8,0.084,0.159,NA,NA,NA,NA,0.0054,0.32,NA,"Temperate",-0.075
"1409","Plot1409","NZ",-43.13,171.7,-1.06,0.073,0.08,NA,NA,NA,NA,0.0064,0.49,NA,"Temperate",-0.00700000000000001
"1410","Plot1410","NZ",-43.13,171.69,-0.76,0.105,0.184,NA,NA,NA,NA,0.0046,0.48,NA,"Temperate",-0.079
"1411","Plot1411","NZ",-43.18,171.68,-0.94,0.084,0.081,NA,NA,NA,NA,0.0037,0.45,NA,"Temperate",0.003
"1412","Plot1412","NZ",-43.17,171.68,-1.24,0.135,0.076,NA,NA,NA,NA,0.0069,0.43,NA,"Temperate",0.059
"1413","Plot1413","NZ",-43.06,171.43,-0.69,0.094,0.092,NA,NA,NA,NA,0.005,0.81,NA,"Temperate",0.002
"1414","Plot1414","NZ",-43.06,171.43,-0.93,0.099,0.08,NA,NA,NA,NA,0.0063,0.59,NA,"Temperate",0.019
"1415","Plot1415","NZ",-43.05,171.43,-1.53,0.145,0.162,NA,NA,NA,NA,0.0043,0.35,NA,"Temperate",-0.017
"1416","Plot1416","NZ",-43.12,171.54,-0.83,0.109,0.142,NA,NA,NA,NA,0.0051,0.41,NA,"Temperate",-0.033
"1417","Plot1417","NZ",-43.12,171.55,-0.91,0.082,0.089,NA,NA,NA,NA,0.0065,0.85,NA,"Temperate",-0.00699999999999999
"1418","Plot1418","NZ",-43.16,171.56,-0.63,0.148,0.264,NA,NA,NA,NA,0.0043,0.52,NA,"Temperate",-0.116
"1419","Plot1419","NZ",-43.16,171.56,-1.07,0.196,0.192,NA,NA,NA,NA,0.0059,0.46,NA,"Temperate",0.004
"1420","Plot1420","NZ",-43.13,171.63,-0.57,0.121,0.222,NA,NA,NA,NA,0.0046,0.54,NA,"Temperate",-0.101
"1421","Plot1421","NZ",-43.14,171.65,-1,0.062,0.073,NA,NA,NA,NA,0.0071,0.59,NA,"Temperate",-0.011
"1422","Plot1422","NZ",-43.11,171.68,-0.86,0.12,0.149,NA,NA,NA,NA,0.0064,0.45,NA,"Temperate",-0.029
"1423","Plot1423","NZ",-43.11,171.65,-0.55,0.054,0.088,NA,NA,NA,NA,0.0064,0.41,NA,"Temperate",-0.034
"1424","Plot1424","NZ",-43.1,171.61,-0.87,0.106,0.139,NA,NA,NA,NA,0.0056,0.44,NA,"Temperate",-0.033
"1425","Plot1425","NZ",-43.1,171.61,-0.76,0.131,0.206,NA,NA,NA,NA,0.008,0.53,NA,"Temperate",-0.075
"1426","Plot1426","NZ",-43.1,171.62,-1.02,0.099,0.1,NA,NA,NA,NA,0.0068,0.64,NA,"Temperate",-0.001
"1427","Plot1427","NZ",-43.06,171.6,-1.09,0.076,0.046,NA,NA,NA,NA,0.0039,0.71,NA,"Temperate",0.03
"1428","Plot1428","NZ",-43.06,171.6,-2.34,0.093,0.018,NA,NA,NA,NA,0.0049,0.68,NA,"Temperate",0.075
"1429","Plot1429","NZ",-43.14,171.61,-0.78,0.162,0.206,NA,NA,NA,NA,0.006,0.25,NA,"Temperate",-0.044
"1430","Plot1430","NZ",-43.15,171.6,-0.63,0.13,0.256,NA,NA,NA,NA,0.0051,0.35,NA,"Temperate",-0.126
"1431","Plot1431","NZ",-43.14,171.6,-1.29,0.129,0.064,NA,NA,NA,NA,0.0045,0.82,NA,"Temperate",0.065
"1432","Plot1432","NZ",-43.11,171.46,-0.95,0.055,0.054,NA,NA,NA,NA,0.0044,0.89,NA,"Temperate",0.001
"1433","Plot1433","NZ",-43.1,171.47,-1.2,0.064,0.035,NA,NA,NA,NA,0.0064,0.5,NA,"Temperate",0.029
